"FOLIO","TIPO SERVICIO","ESTATUS","ZONA","FECHA SERVICIO","OPERADOR","TECNICO","COMPAÑIA","TIENDA","MARCA","MODELO","NUMERO DE SERIE","COMENTARIOS","COMENTARIOS","COMENTARIOS"
"200356","Icon","Terminada","Foraneo","2020-02-19","Yuridia.Rivas","Tepic-Antonio Ayon","liverpool","tepic -80","proform","","","pfel62916","",""
"200355","Icon","Nueva","Foraneo","2020-02-19","victor","Torreon-Guillermo Diaz","liverpool","torreon - 43","nordic track","25049","","","",""
"200354","Icon","Terminada","Foraneo","2020-02-19","Yuridia.Rivas","Tepic-Antonio Ayon","liverpool","tepic -80","proform","","","pftl39519","",""
"200353","Icon","Terminada","Local","2020-02-27","jessica","ABRAHAM","liverpool","perisur - 5","golds gym","ggsy29013","mm540t1011217","26/02","confirmado entre  10 y 5 llamar  1hr antes de ir",""
"200352","Icon","Nueva","Foraneo","2020-02-25","susana","Veracruz - Martin Gonzalez","liverpool","veracruz el dorado - 165","nordic track","24860","","","",""
"200351","Icon","Terminada","Local","2020-02-25","jessica","ISAIT","sears","coacalco - 116","proform","PFEX52715","mm620g0000103","17/2","confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"200350","Icon","Nueva","Foraneo","2020-02-21","susana","Veracruz - Martin Gonzalez","liverpool","veracruz el dorado - 165","nordic track","24860","","","ARMADO EN  TIENDA PARA CLIENTE",""
"200349","Icon","Terminada","Foraneo","2020-02-19","Yuridia.Rivas","Tepic-Antonio Ayon","liverpool","tepic -80","proform","","","pftl39519","",""
"200348","Icon","Nueva","Foraneo","2020-02-19","jessica","Chetumal- Javier Lazcano","marti","cancun americas  - 4163","proform","otro","","","PFEL04817",""
"200347","Icon","Terminada","Local","2020-02-25","jessica","ISAIT","sears","coacalco - 116","proform","PFEL55916","mm230g0600353","19/2","confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"200346","Icon","Nueva","Foraneo","2020-02-19","jessica","tampico","sears","tampico altama - 254","proform","PFTL13115","","","",""
"200345","Icon","Nueva","Foraneo","2020-02-19","jessica","tampico","sears","tampico altama - 254","proform","otro","","","PFTL29720",""
"200344","Icon","Nueva","Foraneo","2020-02-19","jessica","tampico","sears","tampico altama - 254","proform","otro","","","PFTL13118",""
"200343","Icon","Nueva","Foraneo","2020-02-19","jessica","tampico","sears","tampico altama - 254","proform","otro","","","PFTL50717",""
"200342","Icon","Nueva","Foraneo","2020-02-19","jessica","Xalapa- Enrique Corona","marti","jalapa las américas - 4197","proform","otro","","","PFTL59117",""
"200341","Icon","Terminada","Foraneo","2020-02-19","jessica","Queretaro - Jorge Martinez","sears","victoria querétaro - 132","proform","otro","MM340C0203306","","PFTL50717",""
"200340","Icon","Terminada","Local","2020-02-25","jessica","ISAIT","sears","coacalco - 116","proform","PFTL34616","mm630c0412769","","confirmado entre  10 y  5 llamar  1hr antes de ir y cuando estén afuera",""
"200339","Icon","Terminada","Foraneo","2020-02-19","jessica","Martin-Coatzacoalcos","liverpool","coatzacoalcos - 85","nordic track","otro","mm941r0700422","","24035",""
"200338","Icon","Nueva","Foraneo","2020-02-19","jessica","Cd Juarez-Alejandro Macias","liverpool","cd. juarez - 110","proform","PFTL49616-MX","","","",""
"200337","Icon","Nueva","Foraneo","2020-02-19","jessica","Cd Juarez-Alejandro Macias","liverpool","cd. juarez - 110","proform","PFTL49616-MX","","","",""
"200336","eComerce","Terminada","Local","2020-02-17","cristina","tecnico_ausente","otro","otro","otro","otro","","dom. 16 de febrero de 2020 21:39 CST  701-0663070-9261068","UNIFITNESS Caminadora 1.25 HP MX-K6402  $7641.00",""
"200335","Icon","Terminada","Local","2020-02-25","jessica","Fernando_Ramirez","liverpool","liverpool","weslo","WLTL29816","MM630C0A09006","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5/ REPARACION",""
"200334","Icon","Espera de refacciones","Local","2020-02-28","jessica","espera_de_partes","liverpool","liverpool","nordic track","NTL59417","MM630C0401247","","",""
"200333","eComerce","Terminada","Local","2020-02-17","cristina","tecnico_ausente","otro","otro","otro","otro","","dom. 16 de febrero de 2020 19:48 CST  702-9640334-8273815","LUBRIGYM 3PACK  $630.00",""
"200332","Icon","Terminada","Local","2020-02-24","Yuridia.Rivas","JUAN.GONZALEZ","liverpool","cd jardin - 170","nordic track","NTEL05917","MM330G0301275","","confirmado  entre  10 y  5 llamar  1hr antes de ir",""
"200331","Tecnoservicio","Terminada","Local","2020-02-21","maya","tecnico_ausente","otro","otro","nordic track","otro","NTEL05917","","MARROQUIN IRRIDERA #27 CD SATELITE NAUCALPAN SOBRE CTO INGENIEROS CALLE CERRADA   / DESARMADO BAJAR 1 PISO  TRASLADO Y ARMADO SUBIR 1 PISO - $2600 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200330","Icon","Nueva","Foraneo","2020-02-20","susana","NathanaelRguez","sears","plaza leon - 211","proform","PFTL34616","","","",""
"200329","Icon","Terminada","Local","2020-02-20","maya","gustavo","liverpool","interlomas - 103","nordic track","25049","MM230C0502809","","CONFIRMADO  ENTRE 10 Y 4 / IMPORTANTE LLAMAR 1HRA ANTES DE IR",""
"200328","Icon","Terminada","Local","2020-02-29","victor","ISMAEL AMBROSIO","sears","insurgentes - 101","proform","PFTL80916","MM730C0407789","","confirmado entre  9 y 2  llamar  1hr antes de ir",""
"200327","Icon","Terminada","Local","2020-02-19","jessica.yanez","ABRAHAM","liverpool","tezontle - 87","nordic track","otro","mm730g0600598","21/2","24035/ CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200326","Icon","Terminada","Foraneo","2020-02-19","Yuridia.Rivas","Guadalajara-Zamaniego","liverpool","liverpool","nordic track","","Mm941r0700471","liv andares
24035","",""
"200325","Tecnoservicio","Nueva","Local","2020-02-18","susana","VICENTE","otro","otro","nordic track","otro","","","mtto $750 
confirmado pasar antes de las  4:00",""
"200324","Tecnoservicio","Terminada","Local","2020-02-17","maya","tecnico_ausente","otro","otro","otro","otro","","","#263241 - $2000",""
"200323","Icon","Terminada","Foraneo","2020-02-25","Yuridia.Rivas","Queretaro - Horacio Flores","sears","queretaro - 224","proform","PFTL80916","MM730C0407958","Armado en tienda","",""
"200322","Icon","Nueva","Foraneo","2020-02-19","jessica","Irapuato - Jesus Serrano","marti","irapuato - 4203","proform","otro","","","PFTL59117",""
"200321","Icon","Espera de refacciones","Local","2020-02-28","jessica","espera_de_partes","liverpool","liverpool","nordic track","24860","mm641h1b00183","","",""
"200320","Icon","Terminada","Foraneo","2020-02-21","Yuridia.Rivas","Queretaro - Horacio Flores","sears","queretaro - 224","proform","PFTL34616","MM250C0211927","","",""
"200319","Icon","Espera de refacciones","Local","2020-02-28","jessica","espera_de_partes","liverpool","liverpool","nordic track","NTEL05917","MM840G0807796","","",""
"200318","Icon","Terminada","Local","2020-02-19","susana","rojasoscar","liverpool","atizapan - 104","nordic track","24860","MM051H1B00011","20/2","confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"200317","Icon","Espera de refacciones","Local","2020-02-28","jessica","espera_de_partes","marti","marti","proform","PFEL55916","MM530G0601262","","",""
"200316","Icon","Espera de refacciones","Local","2020-02-25","jessica","JAVIER","sears","sears","proform","PFTL13115","KK920C0404392","","RECIBIRA ARTURO MUÑOZ/ CONFIRMADO",""
"200315","Tecnoservicio","Terminada","Local","2020-02-17","maya","tecnico_ausente","otro","otro","otro","otro","GGTL40615.0","","BANDA DE PISO $2880- #173063 - $2880 + envio $200 + iva $492.80",""
"200314","Icon","Terminada","Foraneo","2020-02-19","jessica","ESPERA_DE_PARTES","sears","la paz - 55","proform","otro","MM031H2100174","","PFTL29720",""
"200313","eComerce","Terminada","Local","2020-02-19","cristina","VICENTE","otro","otro","otro","otro","","dom. 16 de febrero de 2020 15:27 CST 702-1417135-6469848","Eliptica Gold's Gym Stride Trainer   PFEL02915 $6750 /LLAMAR 1 HORA ANTES DE IR /HORARIO DE 10 A 5 / PLANTA BAJA / ARMADO  $450",""
"200312","Icon","Espera de refacciones","Foraneo","2020-02-17","jessica","ESPERA_DE_PARTES","liverpool","liverpool","nordic track","otro","KK311J1000898","","",""
"200311","Icon","Nueva","Foraneo","2020-02-19","jessica","NathanaelRguez","marti","león sur - ","proform","otro","","","PFTL59117",""
"200310","Icon","Nueva","Foraneo","2020-02-21","jessica","Aguascaliente- Jose Gomez","liverpool","f. f aguascalientes - 58","weslo","WLTL29816","","","",""
"200309","Icon","Terminada","Local","2020-02-19","jessica","VICTOR","marti","multiplaza aragón - ","proform","otro","","","PFTL59117",""
"200308","Icon","Terminada","Foraneo","2020-02-21","susana","Chihuahua - Eric Valenzuela","sears","chihuahua - 261","proform","PFTL80916","mm730c0407889","","63320985",""
"200307","eComerce","Terminada","Local","2020-02-17","cristina","tecnico_ausente","otro","otro","otro","otro","","702-0018517-6481834 dom. 16 de febrero de 2020 15:24 CST","Eliptica Gold's Gym Stride Trainer 380  $7990.00  GGEL62816",""
"200306","Icon","Terminada","Local","2020-02-20","Yuridia.Rivas","JUAN.GONZALEZ","liverpool","tezontle - 87","nordic track","24860","MM051H1B00065","20/02/2020","LLAMAR 1 HORA ANTES DE LLEGAR",""
"200305","Icon","Terminada","Local","2020-02-24","Yuridia.Rivas","JUAN.GONZALEZ","liverpool","tezontle - 87","weslo","WLTL29816","MM641H2B00204","20/2","confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"200304","Icon","Terminada","Foraneo","2020-02-19","jessica","Chetumal- Javier Lazcano","sears","cancun - 220","proform","PFEX52715","MM620G0000019","","",""
"200303","Icon","Terminada","Local","2020-02-20","Yuridia.Rivas","DAVID.","liverpool","tezontle - 87","nordic track","24860","mm051h1B00p64","","LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5",""
"200302","eComerce","Terminada","Local","2020-02-17","cristina","tecnico_ausente","otro","otro","otro","otro","","sáb. 15 de febrero de 2020 17:02 CST   701-6701029-8537040","Schwinn Triciclo Rojo Sting-Ray  $2590.00",""
"200301","Icon","Terminada","Local","2020-02-19","Yuridia.Rivas","ABRAHAM","liverpool","tezontle - 87","nordic track","24860","mm641h1b00258","20/02/2020","CONFIRMADO CON CLIENTE PARA MIERCOLES 19/02/2020 ENTRE 9AM Y 6PM//LLAMAR 1 HR ANTES//  EQUIPO YA ESTA EN EL LUGAR DE ARMADO",""
"200300","Icon","Terminada","Local","2020-02-19","Yuridia.Rivas","Fernando_Ramirez","liverpool","tezontle - 87","nordic track","24860","MM051H1B00019","19/02","confirmado entre  10 y  5 llamar  1hr antes de ir",""
"200299","Icon","Terminada","Local","2020-02-18","cristina","ISMAEL AMBROSIO","liverpool ventas por internet","liverpool ventas por internet","proform","PFTL49616-MX","MM440C0301291","","CONFIRMADO  CON ITZEL  MOTA LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5",""
"200298","Tecnoservicio","Nueva","Local","2020-02-19","OSCARADMIN","tecnico_ausente","otro","otro","otro","otro","","","desarmado subir un piso y armar dar mantenimiento costo de $2250.",""
"200297","Icon","Nueva","Local","2020-02-24","Yuridia.Rivas","VICTOR","sears","universidad - 103","proform","PFTL34616","","","CONFIRMADO ENTRE 10 Y 4 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200296","Icon","Nueva","Foraneo","2020-02-19","cristina","tampico","liverpool","tampico - 41","proform","otro","","","PFTL39519",""
"200295","Icon","Terminada","Local","2020-02-22","maya","JAVIER","liverpool","liverpool","nordic track","NTL50615","NTL50615.0","","MTTO $750 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200294","Icon","Terminada","Foraneo","2020-02-21","cristina","Tuxtla-Hector Escobar","sears","tuxtla gutierrez - 229","proform","PFTL34616","MM630C0412663","","",""
"200293","Tecnoservicio","Nueva","Local","2020-02-18","jessica","VICENTE","otro","otro","proform","otro","","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 4/ MTTO Y AJUSTE DE CONSOLA $1000",""
"200292","Icon","Terminada","Foraneo","2020-02-19","jessica","Chihuahua - Eric Valenzuela","sears","chihuahua - 261","proform","","MM920C01105436","","PFTL13118",""
"200291","Tecnoservicio","Terminada","Local","2020-02-17","OSCARADMIN","tecnico_ausente","otro","otro","otro","otro","","","venta de banda de piso 270359 $1900 venta de banda de piso # 142851 $1900 2 cajas de lubricante $2400 y dos balatas de bicicleta $300 total $6500 se toman a cuenta para pago de servicios. de lista del 31 de enero. ya solo le pago 5320.",""
"200290","Icon","Nueva","Foraneo","2020-02-19","victor","TolucaJuanCarlos","liverpool","metepec - 74","nordic track","24860","","","",""
"200289","Icon","Nueva","Foraneo","2020-02-19","jessica","Veracruz - Martin Gonzalez","liverpool","veracruz - 73","weslo","WLTL29816","","","",""
"200288","Icon","Nueva","Foraneo","2020-02-19","jessica","Merida-Gabriel Hernandez","liverpool","merida - 76","nordic track","NTRW5914","","","",""
"200287","Icon","Nueva","Foraneo","2020-02-19","jessica","Merida-Gabriel Hernandez","liverpool","merida - 76","nordic track","NTL59417","","","",""
"200286","Icon","Nueva","Foraneo","2020-02-19","jessica","Merida-Gabriel Hernandez","liverpool","merida - 76","proform","","","","pfel62919",""
"200285","Icon","Nueva","Foraneo","2020-02-19","jessica","Merida-Gabriel Hernandez","liverpool","merida - 76","proform","otro","","","pftl39519",""
"200284","Icon","Terminada","Foraneo","2020-02-19","cristina","Puebla - Jose Luis Cruz","liverpool","liverpool","proform","PFTL49616-MX","MM440C0301514","PARQUE PUEBLA 386","",""
"200283","eComerce","Terminada","Local","2020-02-20","cristina","tecnico_ausente","otro","otro","otro","otro","","sáb. 15 de febrero de 2020 13:00 CST  702-5549557-6821837","ELIPTICA PRO-FORM 225 CSE 8   PFEL02915 $6750.00/ LLAMAR 1 HORA ANTES DE IR / PASAR DESPUÉS DE LA 1/ SUBIR 3 PISOS POR ELEVADOR ARMADO  $450",""
"200282","Icon","Terminada","Local","2020-02-22","jessica","ISMAEL AMBROSIO","sears","las antenas - 258","proform","PFTL34616","MM840G0102518","","confirmado entre  10 y  5 llamar  1hr antes de ir",""
"200281","Tecnoservicio","Nueva","Local","2020-02-18","cristina","VICENTE","otro","otro","otro","otro","","","REV $450 / LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5/ SE PARA EL EQUIPO",""
"200280","Icon","Terminada","Foraneo","2020-02-20","cristina","Guadalajara-Zamaniego","liverpool","tlaquepaque - 70","golds gym","ggsy29013","mm540t1010490","","",""
"200279","Icon","Terminada","Foraneo","2020-02-19","victor","Tepic-Antonio Ayon","liverpool","liverpool","proform","otro","","LIVERPOOL 88","PFTL39519",""
"200278","Icon","Terminada","Foraneo","2020-02-19","victor","Tepic-Antonio Ayon","liverpool","liverpool","proform","otro","","LIVERPOOL 88","PFTL39519",""
"200277","eComerce","Terminada","Local","2020-02-17","cristina","tecnico_ausente","otro","otro","otro","otro","","sáb. 15 de febrero de 2020 11:50 CST  702-0678126-8243429","LUBRIGYM 3PACK   $630",""
"200276","Icon","Terminada","Foraneo","2020-02-19","cristina","Tepic-Antonio Ayon","liverpool","liverpool","nordic track","otro","","","24035",""
"200275","Icon","Nueva","Foraneo","2020-02-24","victor","ESPERA_DE_PARTES","costco","costco","proform","otro","MM441N0001808","PFEX73920_v0","",""
"200274","Icon","Terminada","Foraneo","2020-02-19","cristina","Tepic-Antonio Ayon","liverpool","liverpool","proform","otro","","088 tepic","pfel62919",""
"200273","Tecnoservicio","Espera de refacciones","Local","2020-02-20","maya","JAVIER","liverpool","leon - 71","proform","otro","CROSSWALK FIT 415","","MUY IMPORTANTE LLAMAR 1HR ANTES DE IR / REVISIÓN SIN COSTO",""
"200272","Icon","Nueva","Foraneo","2020-02-19","cristina","Tepic-Antonio Ayon","liverpool","tepic -80","proform","otro","","","pfel62919",""
"200271","Icon","Terminada","Foraneo","2020-02-19","cristina","Tepic-Antonio Ayon","liverpool","tepic -80","proform","otro","","","pftl39519",""
"200270","Icon","Nueva","Foraneo","2020-02-19","jessica","Aguascaliente- Jose Gomez","liverpool","aguascalientes - 86","proform","otro","","","pftl39519",""
"200269","Icon","Terminada","Foraneo","2020-02-19","cristina","Tepic-Antonio Ayon","liverpool","tepic -80","proform","otro","","","PFTL39519",""
"200268","Icon","Terminada","Foraneo","2020-02-21","susana","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","weslo","WLTL29816","MM431H2B00005","","",""
"200267","Tecnoservicio","Espera de refacciones","Local","2020-02-18","maya","JAVIER","liverpool","centro - 1","nordic track","23907","","","REVISAR EQUIPO SIN COSTO /  IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200266","Icon","Terminada","Local","2020-02-19","Yuridia.Rivas","DAVID.","liverpool","perisur - 5","proform","","mm150c0006697","19/2","pftl39519/llamar 1hr antes de ir / entre 10 y 5",""
"200265","Icon","Nueva","Foraneo","2020-02-19","cristina","tampico","sears","tampico altama - 254","proform","PFTL60916","","","",""
"200264","Icon","Alerta","Foraneo","2020-03-04","victor","NathanaelRguez","costco","costco","proform","otro","KK101N0101595","VERSION 1","",""
"200263","eComerce","Terminada","Local","2020-02-17","cristina","tecnico_ausente","otro","otro","otro","otro","","702-8403083-0368248 sáb. 15 de febrero de 2020 8:26 CST","LUBRIGYM 3PACK  $630",""
"200262","Icon","Nueva","Foraneo","2020-02-19","victor","Villahermosa - Hector Ramirez","liverpool","liverpool","proform","otro","DNH9933062248","MODELO PFEL62919","",""
"200261","Icon","Terminada","Local","2020-02-21","jessica","gustavo","liverpool","liverpool","nordic track","21918","M931N0002537","","CONFIRMADO /LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
